gvkey,iid,datadate,tic,prccd,prchd,prcld,prcod
028838,90,2008-01-03,CS,59.76000000,60.13000000,59.16000000,59.36000000
028838,90,2008-01-04,CS,58.62000000,59.38000000,58.50000000,59.25000000
028838,90,2008-01-07,CS,57.34000000,57.65000000,56.86000000,57.60000000
028838,90,2008-01-08,CS,55.23000000,57.57000000,55.21000000,57.04000000
028838,90,2008-01-09,CS,56.96000000,56.96000000,55.42000000,55.95000000
028838,90,2008-01-10,CS,57.65000000,58.24000000,56.15000000,56.48000000
028838,90,2008-01-11,CS,57.00000000,57.79000000,56.60000000,57.01000000
028838,90,2008-01-14,CS,58.32000000,58.50000000,57.83000000,58.31000000
028838,90,2008-01-15,CS,56.80000000,57.45000000,56.65000000,57.28000000
028838,90,2008-01-16,CS,54.39000000,55.33000000,54.00000000,54.58000000
028838,90,2008-01-17,CS,52.30000000,54.41000000,52.14000000,54.32000000
028838,90,2008-01-18,CS,51.57000000,52.60000000,50.68000000,52.09000000
028838,90,2008-01-22,CS,50.55000000,51.06000000,47.56000000,47.59000000
028838,90,2008-01-23,CS,53.04000000,53.20000000,48.92000000,49.12000000
028838,90,2008-01-24,CS,55.26000000,55.50000000,53.98000000,53.98000000
028838,90,2008-01-25,CS,53.95000000,56.68000000,53.68000000,56.30000000
028838,90,2008-01-28,CS,55.42000000,55.49000000,53.67000000,54.35000000
028838,90,2008-01-29,CS,56.04000000,56.17000000,55.30000000,55.90000000
028838,90,2008-01-30,CS,56.97000000,58.70000000,55.75000000,56.43000000
028838,90,2008-01-31,CS,56.77000000,57.30000000,53.61000000,53.67000000
028838,90,2008-02-01,CS,58.33000000,58.40000000,57.05000000,58.15000000
028838,90,2008-02-04,CS,56.24000000,57.20000000,56.24000000,57.20000000
028838,90,2008-02-05,CS,52.80000000,54.40000000,52.63000000,53.88000000
028838,90,2008-02-06,CS,51.80000000,52.82000000,51.33000000,51.72000000
028838,90,2008-02-07,CS,52.18000000,52.44000000,51.07000000,51.59000000
028838,90,2008-02-08,CS,51.72000000,52.05000000,51.10000000,51.13000000
028838,90,2008-02-11,CS,50.83000000,52.29000000,50.63000000,52.24000000
028838,90,2008-02-12,CS,51.56000000,52.32000000,50.65000000,50.97000000
028838,90,2008-02-13,CS,52.17000000,52.73000000,51.16000000,52.57000000
028838,90,2008-02-14,CS,50.80000000,51.94000000,50.80000000,51.59000000
028838,90,2008-02-15,CS,50.88000000,50.95000000,50.09000000,50.24000000
028838,90,2008-02-19,CS,48.22000000,49.05000000,47.81000000,48.52000000
028838,90,2008-02-20,CS,49.28000000,49.62000000,47.77000000,47.89000000
028838,90,2008-02-21,CS,47.72000000,48.38000000,47.60000000,48.11000000
028838,90,2008-02-22,CS,48.46000000,48.53000000,47.23000000,48.00000000
028838,90,2008-02-25,CS,49.27000000,49.42000000,47.89000000,48.49000000
028838,90,2008-02-26,CS,50.54000000,50.69000000,49.42000000,49.70000000
028838,90,2008-02-27,CS,51.10000000,51.74000000,50.36000000,50.53000000
028838,90,2008-02-28,CS,50.82000000,51.29000000,50.34000000,50.51000000
028838,90,2008-02-29,CS,48.92000000,49.96000000,48.72000000,49.45000000
028838,90,2008-03-03,CS,49.55000000,49.97000000,48.89000000,49.87000000
028838,90,2008-03-04,CS,49.34000000,49.54000000,48.51000000,49.10000000
028838,90,2008-03-05,CS,48.68000000,49.53000000,48.14000000,49.36000000
028838,90,2008-03-06,CS,47.72000000,48.33000000,47.66000000,48.12000000
028838,90,2008-03-07,CS,47.84000000,48.83000000,47.28000000,47.85000000
028838,90,2008-03-10,CS,46.55000000,47.63000000,46.49000000,47.48000000
028838,90,2008-03-11,CS,50.12000000,50.20000000,48.13000000,49.33000000
028838,90,2008-03-12,CS,51.19000000,52.11000000,51.04000000,51.99000000
028838,90,2008-03-13,CS,50.85000000,51.32000000,49.30000000,49.85000000
028838,90,2008-03-14,CS,48.79000000,51.26000000,48.20000000,51.26000000
028838,90,2008-03-17,CS,46.22000000,47.36000000,44.17560000,45.86000000
028838,90,2008-03-18,CS,51.62000000,51.66000000,48.77000000,48.77000000
028838,90,2008-03-19,CS,49.85000000,52.97000000,49.85000000,52.61000000
028838,90,2008-03-20,CS,49.48000000,49.73000000,46.00000000,46.08000000
028838,90,2008-03-24,CS,50.82000000,52.00000000,49.22000000,49.22000000
028838,90,2008-03-25,CS,51.27000000,51.59340000,50.42000000,50.90000000
028838,90,2008-03-26,CS,50.89000000,51.18000000,50.06000000,51.05000000
028838,90,2008-03-27,CS,50.30000000,51.91000000,50.19000000,51.91000000
028838,90,2008-03-28,CS,50.09000000,51.12000000,49.80000000,50.75000000
028838,90,2008-03-31,CS,50.88000000,51.54000000,50.22000000,50.29000000
028838,90,2008-04-01,CS,55.04000000,55.09000000,53.31000000,53.80000000
028838,90,2008-04-02,CS,56.55000000,57.56200000,56.10000000,57.21000000
028838,90,2008-04-03,CS,56.07000000,56.14000000,54.85000000,55.04000000
028838,90,2008-04-04,CS,56.03000000,56.56000000,55.62000000,56.34000000
028838,90,2008-04-07,CS,57.03000000,57.72000000,56.85000000,57.72000000
028838,90,2008-04-08,CS,56.59000000,57.13000000,56.25000000,56.95000000
028838,90,2008-04-09,CS,54.94000000,56.15000000,54.91000000,56.15000000
028838,90,2008-04-10,CS,53.83000000,54.94000000,53.56000000,54.65000000
028838,90,2008-04-11,CS,53.65000000,54.67000000,53.53000000,53.78000000
028838,90,2008-04-14,CS,51.91000000,52.59000000,51.90000000,52.39000000
028838,90,2008-04-15,CS,52.11000000,52.78000000,51.78000000,52.02000000
028838,90,2008-04-16,CS,53.42000000,53.52000000,52.67000000,52.75000000
028838,90,2008-04-17,CS,52.91000000,53.17000000,51.93000000,52.25000000
028838,90,2008-04-18,CS,53.45000000,53.76000000,53.10000000,53.53000000
028838,90,2008-04-21,CS,53.76000000,53.83000000,52.93000000,53.42000000
028838,90,2008-04-22,CS,52.86000000,53.15000000,52.50000000,52.69000000
028838,90,2008-04-23,CS,51.61000000,51.94000000,50.89000000,51.21000000
028838,90,2008-04-24,CS,54.06000000,54.37000000,52.58000000,52.80000000
028838,90,2008-04-25,CS,54.91000000,55.30000000,54.17000000,54.97000000
028838,90,2008-04-28,CS,55.91000000,56.48000000,55.56000000,56.20000000
028838,90,2008-04-29,CS,52.89000000,53.35000000,52.67000000,53.18000000
028838,90,2008-04-30,CS,53.35000000,54.13000000,52.63000000,52.84000000
028838,90,2008-05-01,CS,55.11000000,55.24000000,52.63000000,53.88000000
028838,90,2008-05-02,CS,55.49000000,55.86000000,55.04000000,55.76000000
028838,90,2008-05-05,CS,55.27000000,55.58000000,55.02000000,55.32000000
028838,90,2008-05-06,CS,54.56000000,54.87000000,53.94000000,54.17000000
028838,90,2008-05-07,CS,53.73000000,55.12000000,53.57000000,54.71000000
028838,90,2008-05-08,CS,54.13000000,54.64000000,53.44000000,54.20000000
028838,90,2008-05-09,CS,54.17000000,54.26000000,53.48000000,53.82300000
028838,90,2008-05-12,CS,54.51000000,54.75000000,53.74000000,54.17000000
028838,90,2008-05-13,CS,54.21000000,54.77000000,53.98000000,54.43000000
028838,90,2008-05-14,CS,53.77000000,54.35000000,53.77000000,54.13000000
028838,90,2008-05-15,CS,54.85000000,54.92000000,54.09000000,54.21000000
028838,90,2008-05-16,CS,54.32000000,54.51000000,53.97000000,54.23000000
028838,90,2008-05-19,CS,53.79000000,54.35000000,53.68000000,53.88000000
028838,90,2008-05-20,CS,53.61000000,53.99000000,53.18000000,53.83000000
028838,90,2008-05-21,CS,52.10000000,52.99000000,51.95000000,52.79000000
028838,90,2008-05-22,CS,52.20000000,52.70000000,51.56000000,51.60000000
028838,90,2008-05-23,CS,52.29000000,52.51000000,52.01000000,52.40000000
028838,90,2008-05-27,CS,50.97000000,51.09000000,50.50000000,50.53000000
028838,90,2008-05-28,CS,51.16000000,51.24000000,50.48000000,51.12000000
028838,90,2008-05-29,CS,50.71000000,50.93000000,50.21000000,50.23000000
028838,90,2008-05-30,CS,50.89000000,51.16000000,50.49000000,51.02000000
028838,90,2008-06-02,CS,50.32000000,50.76000000,49.94000000,50.33000000
028838,90,2008-06-03,CS,49.20000000,49.91000000,48.92000000,49.59000000
028838,90,2008-06-04,CS,49.03000000,49.94000000,48.78000000,48.87000000
028838,90,2008-06-05,CS,50.58000000,50.65000000,49.64000000,49.84000000
028838,90,2008-06-06,CS,48.99000000,49.62000000,48.88000000,49.45000000
028838,90,2008-06-09,CS,47.86000000,48.58000000,47.39000000,48.20000000
028838,90,2008-06-10,CS,46.98000000,47.47000000,46.84000000,47.05000000
028838,90,2008-06-11,CS,46.62000000,47.29000000,46.25000000,47.20000000
028838,90,2008-06-12,CS,46.63000000,47.65000000,46.29000000,46.92000000
028838,90,2008-06-13,CS,48.28000000,48.35000000,47.42000000,48.00000000
028838,90,2008-06-16,CS,47.99000000,48.31000000,47.43000000,47.67000000
028838,90,2008-06-17,CS,48.19000000,49.00000000,48.04000000,48.91000000
028838,90,2008-06-18,CS,47.84000000,48.14000000,47.13000000,47.39000000
028838,90,2008-06-19,CS,47.00000000,47.11000000,46.24000000,46.71000000
028838,90,2008-06-20,CS,45.83000000,46.49000000,45.63000000,46.30000000
028838,90,2008-06-23,CS,44.82000000,45.65000000,44.78000000,45.61000000
028838,90,2008-06-24,CS,45.24000000,45.60560000,44.47000000,45.07000000
028838,90,2008-06-25,CS,46.65000000,47.28000000,46.55000000,46.75000000
028838,90,2008-06-26,CS,45.25000000,45.85000000,45.12000000,45.32000000
028838,90,2008-06-27,CS,45.18000000,46.36000000,44.59000000,45.75000000
028838,90,2008-06-30,CS,45.31000000,46.14000000,45.28000000,45.51000000
028838,90,2008-07-01,CS,44.62000000,44.78000000,43.32000000,44.47000000
028838,90,2008-07-02,CS,43.37000000,44.75000000,43.15000000,44.75000000
028838,90,2008-07-03,CS,44.12000000,44.57000000,43.92000000,44.39000000
028838,90,2008-07-07,CS,41.66000000,42.62000000,41.17000000,42.21000000
028838,90,2008-07-08,CS,42.31000000,42.50000000,40.56000000,41.41000000
028838,90,2008-07-09,CS,40.85000000,43.55000000,40.53000000,43.55000000
028838,90,2008-07-10,CS,41.98000000,42.31000000,41.30000000,41.61000000
028838,90,2008-07-11,CS,41.31000000,42.00000000,40.43000000,41.14000000
028838,90,2008-07-14,CS,40.12000000,42.00000000,40.07000000,41.77000000
028838,90,2008-07-15,CS,39.12000000,40.77000000,38.68000000,39.33000000
028838,90,2008-07-16,CS,42.03000000,42.05000000,38.43000000,38.47000000
028838,90,2008-07-17,CS,43.69000000,43.80000000,42.36000000,42.90000000
028838,90,2008-07-18,CS,44.43000000,44.98000000,43.93000000,44.96000000
028838,90,2008-07-21,CS,44.83000000,46.27000000,44.54000000,46.03000000
028838,90,2008-07-22,CS,47.08000000,47.19000000,44.00000000,44.05000000
028838,90,2008-07-23,CS,47.97000000,48.42000000,47.07000000,47.38000000
028838,90,2008-07-24,CS,49.11000000,51.07000000,48.71000000,50.87000000
028838,90,2008-07-25,CS,48.85000000,49.29000000,47.68000000,48.68000000
028838,90,2008-07-28,CS,46.65000000,48.48000000,46.43000000,48.25000000
028838,90,2008-07-29,CS,50.16000000,50.16000000,47.39000000,47.41000000
028838,90,2008-07-30,CS,51.04000000,51.09000000,49.79000000,49.98000000
028838,90,2008-07-31,CS,49.88000000,50.79000000,49.64000000,50.11000000
028838,90,2008-08-01,CS,50.04000000,50.47000000,49.12000000,49.53000000
028838,90,2008-08-04,CS,49.85000000,50.49000000,49.28000000,49.86000000
028838,90,2008-08-05,CS,52.99000000,52.99000000,51.06160000,51.47000000
028838,90,2008-08-06,CS,52.62000000,52.75000000,52.08540000,52.40000000
028838,90,2008-08-07,CS,50.78000000,52.16000000,50.26000000,52.08000000
028838,90,2008-08-08,CS,51.59000000,51.99000000,49.95000000,50.00000000
028838,90,2008-08-11,CS,51.20000000,52.04000000,50.73000000,51.26000000
028838,90,2008-08-12,CS,49.50000000,50.78000000,49.04000000,50.78000000
028838,90,2008-08-13,CS,48.00000000,48.65000000,47.25000000,48.25000000
028838,90,2008-08-14,CS,47.00000000,47.61000000,46.66000000,46.87000000
028838,90,2008-08-15,CS,46.94000000,47.60000000,46.40000000,47.39000000
028838,90,2008-08-18,CS,45.85000000,47.08000000,45.33000000,47.01000000
028838,90,2008-08-19,CS,45.46000000,45.78000000,44.91000000,45.47000000
028838,90,2008-08-20,CS,45.51000000,45.63000000,44.46000000,44.80000000
028838,90,2008-08-21,CS,45.19000000,45.52000000,44.94000000,45.19000000
028838,90,2008-08-22,CS,46.03000000,46.03000000,45.23000000,45.82000000
028838,90,2008-08-25,CS,45.08000000,45.96000000,44.89000000,45.75000000
028838,90,2008-08-26,CS,44.83000000,45.12000000,44.28000000,44.73000000
028838,90,2008-08-27,CS,44.91000000,45.02000000,44.17000000,44.27000000
028838,90,2008-08-28,CS,46.70000000,46.70000000,46.08000000,46.61000000
028838,90,2008-08-29,CS,46.38000000,47.03000000,46.16500000,46.90000000
028838,90,2008-09-02,CS,46.88000000,48.23000000,46.38000000,48.07000000
028838,90,2008-09-03,CS,47.29000000,47.37000000,46.50000000,46.87000000
028838,90,2008-09-04,CS,44.93000000,46.90000000,44.85000000,46.52000000
028838,90,2008-09-05,CS,45.67000000,45.79000000,44.13000000,44.56000000
028838,90,2008-09-08,CS,47.70000000,48.16000000,46.38000000,47.90000000
028838,90,2008-09-09,CS,45.81000000,48.80000000,45.80000000,48.24000000
028838,90,2008-09-10,CS,45.76000000,46.93000000,45.56000000,46.90000000
028838,90,2008-09-11,CS,45.80000000,45.91000000,43.50000000,43.68000000
028838,90,2008-09-12,CS,46.39000000,46.72000000,45.33000000,45.77000000
028838,90,2008-09-15,CS,42.76000000,44.71000000,42.10000000,42.13000000
028838,90,2008-09-16,CS,43.86000000,43.94000000,40.75000000,41.00000000
028838,90,2008-09-17,CS,39.68000000,41.92000000,39.52000000,41.29000000
028838,90,2008-09-18,CS,48.27000000,50.00000000,40.46000000,43.51000000
028838,90,2008-09-19,CS,50.17000000,52.08000000,49.32000000,51.49000000
028838,90,2008-09-22,CS,51.30000000,51.86000000,49.61000000,51.78000000
028838,90,2008-09-23,CS,48.93000000,50.42000000,48.71000000,48.99000000
028838,90,2008-09-24,CS,50.72000000,50.73000000,49.71000000,50.53000000
028838,90,2008-09-25,CS,51.93000000,51.99000000,50.65000000,50.70000000
028838,90,2008-09-26,CS,52.15000000,52.74000000,47.32000000,48.48000000
028838,90,2008-09-29,CS,44.86000000,47.93000000,42.27000000,47.93000000
028838,90,2008-09-30,CS,48.28000000,49.07000000,43.84000000,46.16000000
028838,90,2008-10-01,CS,50.00000000,50.00000000,45.46000000,46.00000000
028838,90,2008-10-02,CS,46.10000000,48.34000000,45.84000000,47.66000000
028838,90,2008-10-03,CS,47.00000000,51.23000000,46.93000000,49.94000000
028838,90,2008-10-06,CS,46.33000000,46.97000000,43.59000000,46.97000000
028838,90,2008-10-07,CS,40.97000000,46.86000000,40.86880000,46.86000000
028838,90,2008-10-08,CS,42.80000000,45.40000000,36.61000000,42.07000000
028838,90,2008-10-09,CS,33.85000000,39.17000000,32.81000000,39.04000000
028838,90,2008-10-10,CS,32.00000000,34.48000000,30.01000000,30.44000000
028838,90,2008-10-13,CS,39.50000000,41.00000000,34.94000000,35.08000000
028838,90,2008-10-14,CS,43.58000000,45.61000000,42.55000000,45.19000000
028838,90,2008-10-15,CS,37.59000000,42.99000000,37.30000000,40.78000000
028838,90,2008-10-16,CS,42.50000000,42.50000000,37.08000000,41.57000000
028838,90,2008-10-17,CS,43.40000000,50.55000000,41.22000000,43.00000000
028838,90,2008-10-20,CS,44.85000000,45.07000000,43.12000000,43.40000000
028838,90,2008-10-21,CS,41.37000000,42.98440000,41.12000000,42.78000000
028838,90,2008-10-22,CS,37.37000000,40.44000000,36.14000000,40.07000000
028838,90,2008-10-23,CS,38.18000000,38.60000000,35.17000000,36.07000000
028838,90,2008-10-24,CS,36.84000000,36.94920000,32.68000000,32.68000000
028838,90,2008-10-27,CS,32.10000000,34.10000000,31.77000000,33.24000000
028838,90,2008-10-28,CS,33.69000000,33.87000000,30.31000000,32.45000000
028838,90,2008-10-29,CS,33.55000000,35.81000000,33.53000000,33.60000000
028838,90,2008-10-30,CS,36.79000000,37.80000000,33.56000000,33.56000000
028838,90,2008-10-31,CS,37.40000000,38.42990000,35.65000000,36.32000000
028838,90,2008-11-03,CS,36.90000000,37.01000000,35.75000000,36.40000000
028838,90,2008-11-04,CS,37.92000000,38.00000000,36.15000000,36.15000000
028838,90,2008-11-05,CS,33.50000000,36.13000000,33.50000000,35.76000000
028838,90,2008-11-06,CS,31.75000000,33.55000000,30.93000000,33.13000000
028838,90,2008-11-07,CS,33.44000000,34.49000000,31.45000000,33.23000000
028838,90,2008-11-10,CS,31.75000000,33.19000000,31.12000000,32.91000000
028838,90,2008-11-11,CS,30.10000000,30.66000000,29.38000000,30.15000000
028838,90,2008-11-12,CS,26.10000000,28.66000000,25.83000000,28.66000000
028838,90,2008-11-13,CS,28.38000000,28.58000000,24.75000000,26.63000000
028838,90,2008-11-14,CS,26.95000000,28.42000000,26.84000000,28.38000000
028838,90,2008-11-17,CS,25.26000000,26.72000000,25.26000000,26.25000000
028838,90,2008-11-18,CS,25.55000000,26.13000000,24.67000000,25.90000000
028838,90,2008-11-19,CS,21.52000000,24.91000000,21.52000000,24.91000000
028838,90,2008-11-20,CS,19.01000000,21.37000000,18.90000000,21.34000000
028838,90,2008-11-21,CS,21.00000000,21.48000000,19.27000000,21.28000000
028838,90,2008-11-24,CS,23.92000000,24.54000000,21.53000000,21.91000000
028838,90,2008-11-25,CS,26.87000000,28.95000000,25.79000000,28.95000000
028838,90,2008-11-26,CS,27.11000000,27.61000000,25.33000000,25.68000000
028838,90,2008-11-28,CS,29.61000000,29.61000000,28.21000000,28.30000000
028838,90,2008-12-01,CS,24.66000000,27.10000000,24.53000000,27.10000000
028838,90,2008-12-02,CS,25.48000000,25.57000000,24.18000000,25.01000000
028838,90,2008-12-03,CS,23.45000000,24.79000000,22.20000000,24.79000000
028838,90,2008-12-04,CS,24.76000000,25.71000000,24.10000000,24.10000000
028838,90,2008-12-05,CS,24.79000000,24.99000000,23.36000000,23.80000000
028838,90,2008-12-08,CS,28.11000000,28.25000000,25.44000000,25.44000000
028838,90,2008-12-09,CS,26.85000000,27.92000000,26.65000000,27.15000000
028838,90,2008-12-10,CS,27.28000000,27.81000000,26.64000000,27.57000000
028838,90,2008-12-11,CS,26.42000000,27.53000000,26.20000000,26.62000000
028838,90,2008-12-12,CS,25.44000000,25.69000000,24.68000000,24.68000000
028838,90,2008-12-15,CS,24.28000000,25.33040000,23.68000000,25.17000000
028838,90,2008-12-16,CS,27.00000000,27.15000000,24.01000000,24.07000000
028838,90,2008-12-17,CS,27.25000000,27.95000000,26.36000000,26.95000000
028838,90,2008-12-18,CS,27.42000000,28.16460000,26.82000000,27.51000000
028838,90,2008-12-19,CS,26.41000000,27.53000000,25.56000000,27.53000000
028838,90,2008-12-22,CS,25.02000000,26.06000000,24.72000000,25.88000000
028838,90,2008-12-23,CS,25.26000000,25.90000000,24.74000000,25.49000000
028838,90,2008-12-24,CS,25.69000000,26.00000000,25.36800000,25.40000000
028838,90,2008-12-26,CS,26.49000000,26.88000000,25.31000000,25.58000000
028838,90,2008-12-29,CS,26.72000000,27.05000000,26.29000000,26.55000000
028838,90,2008-12-30,CS,27.52000000,27.73000000,26.19000000,26.73000000
028838,90,2008-12-31,CS,28.26000000,28.26000000,26.70010000,27.50000000
